evaluation_round,canonical_pair_key,max_outcome_round_used,sample_count,integrated_primary_evidence,main_primary_evidence,integrated_support_evidence,recent_state,pg01,pg06,pg07,pg08,pair_state,core_eligible
612,26-29-33__6-14-20,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-29-33__6-20-40,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-29-33__6-34-39,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-29-33__6-34-40,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-29-33__6-39-40,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-29-34__6-13-20,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-29-34__6-14-20,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-29-34__6-20-40,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-29-34__6-33-39,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-29-34__6-33-40,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-29-34__6-39-40,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-39-40__6-13-20,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-39-40__6-14-20,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-39-40__6-16-29,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-39-40__6-20-29,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-39-40__6-29-33,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-39-40__6-29-34,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
612,26-39-40__6-33-34,608,82,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__14-33-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__14-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__14-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__20-33-34,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__20-37-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__3-14-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__3-20-34,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__3-20-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__3-34-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__3-34-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__3-34-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__3-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__3-4-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__37-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__4-14-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__4-20-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__4-20-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__4-33-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__4-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-26__4-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__14-20-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__14-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__14-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__20-37-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__26-37-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__26-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__26-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__3-14-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__3-20-34,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__3-20-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__3-34-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__3-34-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__3-34-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__3-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__3-4-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__37-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__4-14-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__4-20-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__4-20-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__4-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-13-33__4-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__13-20-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__13-34-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__13-34-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__13-34-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__13-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__20-37-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__26-37-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__26-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__26-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__3-13-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__3-20-34,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__3-20-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__3-34-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__3-34-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__3-34-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__3-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__3-4-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__37-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__4-13-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__4-20-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__4-20-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__4-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-14-33__4-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__13-14-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__13-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__14-33-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__14-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__14-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__26-37-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__26-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__26-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__3-13-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__3-14-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__3-14-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__3-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__3-4-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__37-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__4-13-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__4-13-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__4-14-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__4-14-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__4-33-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__4-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-34__4-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__13-14-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__13-34-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__13-34-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__14-33-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__14-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__26-33-34,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__26-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__3-13-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__3-14-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__3-14-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__3-34-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__3-34-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__3-4-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__4-13-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__4-13-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__4-14-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__4-14-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__4-33-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-37__4-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__13-14-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__13-34-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__13-34-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__13-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__14-33-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__14-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__26-33-34,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__26-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__3-13-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__3-14-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__3-14-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__3-34-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__3-34-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__3-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__3-4-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__4-13-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__4-13-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__4-14-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__4-14-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__4-33-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-20-39__4-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__13-34-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__13-34-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__13-34-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__13-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__14-33-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__14-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__14-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__20-33-34,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__20-37-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__37-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__4-13-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__4-14-33,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__4-20-37,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__4-20-39,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__4-33-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__4-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-26__4-39-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-34__13-14-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-34__13-20-26,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
614,1-3-34__13-37-40,612,83,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,STABLE,FAIL,FAIL,PASS,PASS,PAIR_TEST_READY,1
